iter	Passed	Remaining
711	33901	13712
712	33949	13665
713	33994	13617
714	34046	13571
715	34086	13520
716	34130	13471
717	34180	13424
718	34220	13373
719	34266	13325
720	34303	13273
721	34346	13224
722	34386	13174
723	34425	13123
724	34477	13077
725	34520	13028
726	34568	12980
727	34613	12932
728	34660	12884
729	34714	12839
730	34757	12790
731	34806	12743
732	34859	12697
733	34906	12650
734	34943	12598
735	34993	12551
736	35035	12502
737	35074	12451
738	35118	12403
739	35161	12353
740	35210	12306
741	35256	12258
742	35304	12211
743	35356	12165
744	35400	12116
745	35444	12068
746	35488	12019
747	35531	11970
748	35572	11920
749	35618	11872
750	35672	11827
751	35724	11781
752	35770	11733
753	35821	11686
754	35861	11637
755	35906	11588
756	35952	11541
757	35995	11492
758	36047	11445
759	36089	11396
760	36122	11344
761	36166	11296
762	36215	11249
763	36263	11201
764	36311	11154
765	36366	11109
766	36405	11059
767	36447	11010
768	36497	10963
769	36547	10916
770	36596	10869
771	36638	10820
772	36683	10772
773	36726	10723
774	36773	10676
775	36821	10628
776	36871	10582
777	36917	10534
778	36958	10485
779	37005	10437
780	37047	10388
781	37090	10339
782	37138	10292
783	37184	10244
784	37226	10195
785	37273	10148
786	37321	10101
787	37366	10052
788	37408	10004
789	37458	9957
790	37500	9908
791	37548	9861
792	37595	9813
793	37640	9765
794	37690	9718
795	37741	9672
796	37783	9623
797	37836	9577
798	37887	9531
799	37938	9484
800	37983	9436
801	38025	9387
802	38066	9338
803	38108	9290
804	38148	9240
805	38191	9192
806	38241	9145
807	38291	9098
808	38338	9051
809	38384	9003
810	38435	8957
811	38489	8911
812	38542	8865
813	38584	8816
814	38631	8769
815	38674	8720
816	38718	8672
817	38763	8624
818	38802	8575
819	38838	8525
820	38887	8478
821	38925	8429
822	38969	8380
823	39015	8333
824	39064	8286
825	39106	8237
826	39156	8191
827	39201	8143
828	39255	8097
829	39301	8049
830	39345	8001
831	39391	7953
832	39441	7907
833	39489	7859
834	39545	7814
835	39612	7770
836	39658	7723
837	39739	7682
838	39789	7635
839	39867	7593
840	39917	7546
841	39991	7504
842	40034	7456
843	40083	7408
844	40132	7361
845	40175	7313
846	40213	7264
847	40256	7215
848	40306	7168
849	40358	7122
850	40397	7073
851	40451	7026
852	40497	6979
853	40544	6931
854	40592	6884
855	40635	6835
856	40679	6787
857	40721	6739
858	40772	6692
859	40816	6644
860	40866	6597
861	40909	6549
862	40954	6501
863	40998	6453
864	41030	6403
865	41051	6352
866	41073	6300
867	41103	6250
868	41148	6202
869	41190	6154
870	41225	6105
871	41263	6056
872	41302	6008
873	41346	5960
874	41394	5913
875	41445	5866
876	41498	5820
877	41554	5774
878	41595	5725
879	41641	5678
880	41693	5631
881	41736	5583
882	41784	5536
883	41827	5488
884	41869	5440
885	41912	5392
886	41968	5346
887	42015	5299
888	42059	5251
889	42106	5204
890	42153	5156
891	42196	5108
892	42239	5061
893	42282	5013
894	42336	4966
895	42379	4919
896	42425	4871
897	42465	4823
898	42507	4775
899	42557	4728
900	42601	4680
901	42645	4633
902	42697	4586
903	42747	4539
904	42790	4491
905	42838	4444
906	42894	4398
907	42946	4351
908	42991	4303
909	43035	4256
910	43077	4208
911	43127	4161
912	43171	4113
913	43213	4066
914	43257	4018
915	43302	3971
916	43346	3923
917	43393	3876
918	43433	3828
919	43486	3781
920	43539	3734
921	43586	3687
922	43636	3640
923	43683	3593
924	43722	3545
925	43774	3498
926	43814	3450
927	43857	3402
928	43913	3356
929	43956	3308
930	44001	3261
931	44038	3213
932	44088	3166
933	44134	3118
934	44180	3071
935	44225	3023
936	44267	2976
937	44314	2929
938	44362	2881
939	44407	2834
940	44452	2787
941	44494	2739
942	44538	2692
943	44586	2644
944	44635	2597
945	44681	2550
946	44723	2502
947	44771	2455
948	44817	2408
949	44861	2361
950	44906	2313
951	44949	2266
952	44997	2219
953	45044	2171
954	45088	2124
955	45136	2077
956	45188	2030
957	45225	1982
958	45273	1935
959	45319	1888
960	45369	1841
961	45411	1793
962	45457	1746
963	45503	1699
964	45554	1652
965	45601	1605
966	45639	1557
967	45681	1510
968	45725	1462
969	45768	1415
970	45818	1368
971	45859	1321
972	45896	1273
973	45945	1226
974	45993	1179
975	46044	1132
976	46085	1084
977	46125	1037
978	46178	990
979	46220	943
980	46269	896
981	46309	848
982	46353	801
983	46399	754
984	46441	707
985	46480	659
986	46526	612
987	46572	565
988	46618	518
989	46660	471
990	46701	424
991	46737	376
992	46784	329
993	46829	282
994	46876	235
995	46922	188
996	46967	141
997	47014	94
998	47059	47
999	47108	0
