iter	MultiClass
188	0.1556114191
189	0.155342571
190	0.1550988943
191	0.1548127825
192	0.1545254698
193	0.1543216563
194	0.1540196859
195	0.1537844695
196	0.153506134
197	0.153290599
198	0.1531197653
199	0.1527932992
200	0.1525541335
201	0.1523210726
202	0.1521366839
203	0.1519508441
204	0.1517963799
205	0.1515971979
206	0.1514392005
207	0.1511905493
208	0.1509009001
209	0.150685908
210	0.150484188
211	0.1501825439
212	0.1499848524
213	0.1497959598
214	0.1495989067
215	0.1493982979
216	0.1492025285
217	0.1490366295
218	0.1488098371
219	0.1486440556
220	0.1483797373
221	0.1482319993
222	0.1479746037
223	0.1477779081
224	0.1475135059
225	0.1472956974
226	0.1470822572
227	0.1468425386
228	0.1466430904
229	0.1464461265
230	0.1462144295
231	0.1460260072
232	0.1457997464
233	0.1456219017
234	0.1454090047
235	0.1451895577
236	0.1449959535
237	0.144732794
238	0.144546002
239	0.1443473052
240	0.1441151603
241	0.1438603455
242	0.143653584
243	0.143484691
244	0.1432454343
245	0.1430191897
246	0.1427681688
247	0.1425817996
248	0.1424193301
249	0.142324326
250	0.142076578
251	0.141903518
252	0.1417333037
253	0.1414417839
254	0.1412395033
255	0.1410952279
256	0.1408621775
257	0.1406498844
258	0.1404037104
259	0.1401778059
260	0.1399062939
261	0.1397112825
262	0.1395314433
263	0.1393895723
264	0.1391741104
265	0.1389283466
266	0.1387035046
267	0.1385399514
268	0.1382873304
269	0.138058622
270	0.1378544036
271	0.1376861822
272	0.1374956906
273	0.1372484004
274	0.1370807566
275	0.136851137
276	0.1366989694
277	0.1364515974
278	0.1363004684
279	0.1361161076
280	0.1359620106
281	0.1357805773
282	0.1355670905
283	0.1354193342
284	0.1352182505
285	0.1350617688
286	0.1348219069
287	0.1346339158
288	0.1344496175
289	0.1342683403
290	0.1341025267
291	0.1339520056
292	0.1337288658
293	0.1335283052
294	0.1332543267
295	0.1330600654
296	0.1329119467
297	0.1326948955
298	0.1324992401
299	0.1322860729
300	0.1320681086
301	0.1318172921
302	0.1316261937
303	0.1314862057
304	0.1313485273
305	0.1311468649
306	0.1309743051
307	0.1307673986
308	0.1306180918
309	0.1304335804
310	0.1302594344
311	0.1300649662
312	0.1298854271
313	0.1297700393
314	0.1295255986
315	0.1293549611
316	0.1292558168
317	0.1291374515
318	0.1289708989
319	0.1288194192
320	0.1287200929
321	0.1285359708
322	0.1283762916
323	0.1281398219
324	0.1279309541
325	0.1277405274
326	0.1276177602
327	0.1274012411
328	0.1271998364
329	0.1270983958
330	0.1269196094
331	0.1267221304
332	0.1265747694
333	0.1264034197
334	0.1262288908
335	0.1261048902
336	0.1259028528
337	0.1257480918
338	0.1256230992
339	0.1254725838
340	0.1252356569
341	0.1250595356
342	0.124869745
343	0.1247001418
344	0.124587634
345	0.1244598599
346	0.1243013871
347	0.1241384476
348	0.1239545868
349	0.1237784864
350	0.123654874
351	0.1235003413
352	0.1232944989
353	0.1231331868
354	0.1229411548
355	0.1227492405
356	0.1226419099
357	0.1224744971
358	0.1223234732
359	0.1221666836
360	0.1219877486
361	0.121895595
362	0.1217041193
363	0.121572036
364	0.1214013257
365	0.1212344145
366	0.1210601016
367	0.1209490929
368	0.1207909716
369	0.1206337427
370	0.1204509389
371	0.1203098277
372	0.1201656759
373	0.1199907192
374	0.1198448185
375	0.119692749
376	0.119474497
377	0.1193448408
378	0.1191830519
379	0.1190248876
380	0.1188179253
381	0.1186581772
382	0.1185307462
383	0.118387312
384	0.1182544103
385	0.1180873088
386	0.1179393267
387	0.1177979735
388	0.1176647086
389	0.1175524544
390	0.1174313283
391	0.1173094044
392	0.1171657647
393	0.1170311757
394	0.1168529657
395	0.1167267383
396	0.1165464062
397	0.116392587
398	0.1162223507
399	0.1160676918
400	0.1159001859
401	0.1157743978
402	0.1156474174
403	0.1155307642
404	0.1153914607
405	0.1152200336
406	0.1150740655
407	0.1149270395
408	0.1147473551
409	0.1145685548
410	0.1144408282
411	0.1143292909
412	0.114160771
413	0.114029132
414	0.1139562208
415	0.1138085937
416	0.1136590044
417	0.1136059884
418	0.1134612728
419	0.1133271563
420	0.1131914872
421	0.1130748451
422	0.1129119881
423	0.1127898534
424	0.1126398342
425	0.1124667428
426	0.1123232288
427	0.1121731924
428	0.1120522213
429	0.1119107698
430	0.1118051753
431	0.1116161956
432	0.1115000484
433	0.1113693527
434	0.1112308645
435	0.1111055411
436	0.1109366876
437	0.1107580334
438	0.1106153281
439	0.1104871429
440	0.1103903965
441	0.1102488935
442	0.1101125464
443	0.1100065311
444	0.1099025569
445	0.1097523907
446	0.1095966611
447	0.1094791346
448	0.1093367428
449	0.1092056413
450	0.1090510831
451	0.1089295731
452	0.1087757908
453	0.1086326831
454	0.1084863673
455	0.1083565241
456	0.108241893
457	0.1080878042
458	0.107969121
459	0.1078589278
460	0.1077143899
461	0.1075766147
462	0.1074573322
463	0.1073375246
464	0.1071959809
465	0.1070521134
466	0.1068455463
467	0.1066954496
468	0.1065634097
469	0.1064381393
470	0.1063069186
471	0.1061960263
472	0.1060018832
473	0.1058541074
474	0.1057313543
475	0.1056285942
476	0.1055059679
477	0.1053881179
478	0.1053124601
479	0.1051041521
480	0.105000599
481	0.1048587205
482	0.1046692139
483	0.1045358711
484	0.1043812356
485	0.1043008201
486	0.1042066269
487	0.1040690282
488	0.1039720314
489	0.1038331351
490	0.1037203683
491	0.1036218903
492	0.1035058778
493	0.1033805715
494	0.1032573898
495	0.1030878528
496	0.1029863483
497	0.1028561183
498	0.1027435038
499	0.1026557026
500	0.1025040354
501	0.1024167475
502	0.1022638191
503	0.1021391778
504	0.1019794996
505	0.101879496
506	0.1017235616
507	0.1015567251
508	0.1014521584
509	0.1013376523
510	0.1012391997
511	0.1011337952
512	0.101016463
513	0.1008750163
514	0.1007531433
515	0.1006143611
516	0.1005113967
517	0.1004059279
518	0.1002605753
519	0.100160525
520	0.1000470573
521	0.09991894922
522	0.09978724142
523	0.09962611627
524	0.09952806039
525	0.0994171589
526	0.09931472177
527	0.09916452228
528	0.09904588557
529	0.09894531224
530	0.09882899482
531	0.09874836351
532	0.09864437814
533	0.09848146264
534	0.09836541769
535	0.09827670412
536	0.09817739215
537	0.09809202006
538	0.09797213645
539	0.09784602683
540	0.0976965383
541	0.09757112663
542	0.09741791847
543	0.09732132381
544	0.09717359857
545	0.09706758266
546	0.09696520641
547	0.09687657995
548	0.09680073035
549	0.09670808691
550	0.09655214037
551	0.09646094735
552	0.09633750055
553	0.09622593743
554	0.0961324114
555	0.09602524678
556	0.09588622651
557	0.09579744255
558	0.09568168198
559	0.09558257619
560	0.09545760054
561	0.09538952018
562	0.09531958344
563	0.09519722998
564	0.09509637417
565	0.09497330556
566	0.09490720479
567	0.09477714531
568	0.09464024686
569	0.09453665838
570	0.09438198348
571	0.09431957313
572	0.09418053365
573	0.09405650006
574	0.09395113836
575	0.09386071654
576	0.09370283819
577	0.09356264011
578	0.09346908239
579	0.09336584942
580	0.09327814603
581	0.09320043905
582	0.09306350521
583	0.09295260444
584	0.09287477139
585	0.09278672342
586	0.09266144954
587	0.0925801627
588	0.09245801771
589	0.09234021706
590	0.09226205272
591	0.09216964868
592	0.09206392589
593	0.09197751516
594	0.09186527582
595	0.09179534432
596	0.0917022407
597	0.09162768617
598	0.09152281562
599	0.09142878824
600	0.09133526725
601	0.09123056468
602	0.09110194263
603	0.0910206614
604	0.09092892692
605	0.09084297801
606	0.09074528075
607	0.09063146867
608	0.0904730668
609	0.09042905327
610	0.09032791635
611	0.09023251688
612	0.09014655691
613	0.09007606176
614	0.08995297777
615	0.0898997316
616	0.08979325792
617	0.08971189416
618	0.08964939308
619	0.08959274531
620	0.089478449
621	0.08937124124
622	0.08927584089
623	0.08917815639
624	0.08906934003
625	0.08897343548
626	0.08890830122
627	0.08882380887
628	0.08873584066
629	0.08864025967
630	0.08855701083
631	0.08845772569
632	0.08837477873
633	0.08824801814
634	0.08816409009
635	0.08806800793
636	0.08800404031
637	0.08788557598
638	0.08776372447
639	0.08767722107
640	0.08759587041
641	0.08748077805
642	0.08737578567
643	0.0873106749
644	0.08720100211
645	0.08715139618
646	0.08706866635
647	0.087008438
648	0.08689357612
649	0.08678220308
650	0.08668971071
651	0.08658973614
652	0.08649993327
653	0.08637739909
654	0.08628795408
655	0.08618378002
656	0.08610246308
657	0.08603944846
658	0.08595373538
659	0.08589794075
660	0.08573215924
661	0.08563418422
662	0.08555686314
663	0.08547396772
664	0.08539911271
665	0.08524842919
666	0.08514855266
667	0.08507209944
668	0.084989854
669	0.0848679047
670	0.08477715172
671	0.08465587497
672	0.0845530296
673	0.08443940241
674	0.08433989401
675	0.08426708742
676	0.0841446377
677	0.08406788384
678	0.08399127384
679	0.08386769863
680	0.08379004181
681	0.08369328279
682	0.08359457975
683	0.08350711813
684	0.08341785111
685	0.08336329995
686	0.08328580221
687	0.0831711965
688	0.08305593389
689	0.08297270279
690	0.08285502202
691	0.08276035625
692	0.08270048831
693	0.08262859584
694	0.08253666853
695	0.08245864573
696	0.08240243228
697	0.08231375649
698	0.08226561749
699	0.08216881727
700	0.08207989238
701	0.08196961037
702	0.08189999712
703	0.08183432212
704	0.08177274729
705	0.0817049545
706	0.08162755962
707	0.08154296331
708	0.0814639236
709	0.08139317661
710	0.08131132027
711	0.0812418845
712	0.08112340109
713	0.08100919784
714	0.08091345702
715	0.0808012991
716	0.08068927505
717	0.08060379078
718	0.08052349562
719	0.08045133884
720	0.08036872439
721	0.0802777538
722	0.08020498651
723	0.08014880201
724	0.08005066234
725	0.07998334973
726	0.07990316975
727	0.07983363785
728	0.07974663193
729	0.07964748688
730	0.07956732542
731	0.07951210887
732	0.07938638355
733	0.07928119498
734	0.07920326313
735	0.0791087661
736	0.07904103329
737	0.07900173805
738	0.07889716181
739	0.07881094257
740	0.0787365171
741	0.07864611376
742	0.07854887088
743	0.07847150833
744	0.07839823792
745	0.07830922519
746	0.0782513361
747	0.07814268674
748	0.07807563215
749	0.07798950816
750	0.07787024358
751	0.07781418842
752	0.0777381266
753	0.07762343127
754	0.07753102122
755	0.07747270927
756	0.0773858998
757	0.07729509814
758	0.07719883022
759	0.07714775399
760	0.07706628562
761	0.07696307913
762	0.07687728576
763	0.07680776995
764	0.07673198347
765	0.0766349112
766	0.07654254064
767	0.07645911658
768	0.07637888039
769	0.07627426196
770	0.07620487368
771	0.07610031539
772	0.07599863383
773	0.07591868177
774	0.07584447235
775	0.07579143872
776	0.07571869136
777	0.07561962387
778	0.07553678178
779	0.07544335491
780	0.07538974968
781	0.07531338967
782	0.07523738451
783	0.07516611729
784	0.07511141555
785	0.07503275624
786	0.07494738112
787	0.07488825344
788	0.07483630828
789	0.07471052808
790	0.0746498817
791	0.07456981124
792	0.07449344871
793	0.07440316513
794	0.07429950273
795	0.0742190331
796	0.07417796357
797	0.07410255932
798	0.07402431956
799	0.07394170929
800	0.07388176329
801	0.07379707398
802	0.07370555665
803	0.07362603912
804	0.0735401105
805	0.07346901571
806	0.07339313355
807	0.07331040583
808	0.07322719339
809	0.07315155672
810	0.07309652822
811	0.073015081
812	0.07291361219
813	0.07284814295
814	0.07276797437
815	0.07268891433
816	0.07260630467
817	0.07251652573
818	0.07245221267
819	0.07236069193
820	0.07229081255
821	0.07222175724
822	0.07217102684
823	0.07210947445
824	0.07205199028
825	0.07200614023
826	0.07190526596
827	0.07184367966
828	0.07175128847
829	0.07169573863
830	0.07162245764
831	0.0715447261
832	0.07149974745
833	0.07143453188
834	0.07138175607
835	0.07130443679
836	0.07125526819
837	0.07118609772
838	0.07109998415
839	0.07103285093
840	0.07097511465
841	0.07089289751
842	0.07082329834
843	0.07074307117
844	0.07067991783
845	0.07059411722
846	0.0705321572
847	0.07048254714
848	0.07041077715
849	0.07031188658
850	0.0702365269
851	0.0701189701
852	0.07003499587
853	0.06999413684
854	0.06994478907
855	0.0698519168
856	0.06979231832
857	0.06972027562
858	0.06965497759
859	0.06960303715
860	0.06951791395
861	0.06943957779
862	0.06935691361
863	0.06929650809
864	0.0692420902
865	0.06918663317
866	0.06910817002
867	0.06905972287
868	0.06899778095
869	0.06895227985
870	0.06888656756
871	0.0688314746
872	0.06877308398
873	0.06871987966
874	0.06862095071
875	0.06852918831
876	0.06845908236
877	0.06836842805
878	0.06829998397
879	0.06825624306
880	0.06813748174
881	0.06808556214
882	0.06801814559
883	0.06793329374
884	0.06787660837
885	0.06782101858
886	0.06773686963
887	0.06766490267
888	0.06758734173
889	0.06752229465
890	0.06743777625
891	0.0673593625
892	0.06729354717
893	0.0672401473
894	0.06715943005
895	0.0670973263
896	0.06702604963
897	0.06695658148
898	0.0668909976
899	0.0668350022
900	0.06676843892
901	0.066700992
902	0.06662800844
903	0.06656261221
904	0.06650293468
905	0.06642994723
906	0.06636621433
907	0.06627893213
908	0.06620914254
909	0.06615440502
910	0.06609187134
911	0.06603447996
912	0.06596237587
913	0.06590704757
914	0.06586557545
915	0.06580492971
916	0.06575677391
917	0.06568936034
918	0.06561819609
919	0.06554114711
920	0.06549255251
921	0.0654413533
922	0.06537573584
923	0.06532253588
924	0.06527129002
925	0.06520750147
926	0.06515698274
927	0.06509458964
928	0.0650144558
929	0.06493275351
930	0.06488455708
931	0.06483952618
932	0.06476714457
933	0.06469651108
934	0.06461981934
935	0.06456218265
936	0.06451162458
937	0.06445158668
938	0.06439046068
939	0.06431973527
940	0.06428517244
941	0.06422444099
942	0.06418023741
943	0.06411084584
944	0.06404491246
945	0.06398325
946	0.06392013995
947	0.0638642942
948	0.06382545777
949	0.06376895825
950	0.06371666473
951	0.06366957823
952	0.06362889924
953	0.06356017279
954	0.06351661408
955	0.06341797957
956	0.06335894932
957	0.06329496643
958	0.06321857134
959	0.06316232328
960	0.06309161253
961	0.06304163543
962	0.06298699864
963	0.06293080303
964	0.06286248298
965	0.06280139189
966	0.06273769529
967	0.06267767954
968	0.06262568524
969	0.0625643227
970	0.06250076026
971	0.06245132912
972	0.06241429611
973	0.06235085177
974	0.0622851218
975	0.06221952841
976	0.06217823957
977	0.06213431644
978	0.06207496523
979	0.06202109212
980	0.0619700937
981	0.06191806712
982	0.06183597529
983	0.0617880705
984	0.0617118187
985	0.06164065134
986	0.06159735798
987	0.06156255187
988	0.06149284429
989	0.06143688265
990	0.06140715812
991	0.06134760962
992	0.06127783077
993	0.06121926105
994	0.061133036
995	0.06108962269
996	0.06104026365
997	0.06096890562
998	0.06091552548
999	0.06084732902
