iter	MultiClass
202	0.3494875674
203	0.3490848109
204	0.3487711933
205	0.3483583877
206	0.3480043094
207	0.3475633992
208	0.3473219125
209	0.3468940783
210	0.3465491795
211	0.3460432896
212	0.3458897392
213	0.3455600018
214	0.3451570395
215	0.3447648633
216	0.3443897442
217	0.3441414908
218	0.3437788377
219	0.3434448065
220	0.3429456836
221	0.3424392847
222	0.3418579355
223	0.3416464842
224	0.3414414206
225	0.3411812775
226	0.3407864149
227	0.3404346303
228	0.340078431
229	0.3396477643
230	0.339143328
231	0.3386690314
232	0.3382697164
233	0.338025196
234	0.3376752159
235	0.3372108599
236	0.3369160556
237	0.3366406645
238	0.3362571003
239	0.3360149884
240	0.3356014514
241	0.3351864884
242	0.3348173869
243	0.3343973783
244	0.3340428603
245	0.3335764996
246	0.333029262
247	0.332813524
248	0.3325037463
249	0.332119698
250	0.3318589054
251	0.3316476095
252	0.3312306063
253	0.3308325669
254	0.3305844639
255	0.3301967305
256	0.3297457329
257	0.3294111658
258	0.3290052219
259	0.3286836499
260	0.3282640288
261	0.3279846723
262	0.3275120529
263	0.3273344822
264	0.3269317732
265	0.3265664496
266	0.3261622143
267	0.3259040986
268	0.32552573
269	0.3253864956
270	0.325208373
271	0.3248996469
272	0.3245419641
273	0.3241085521
274	0.3238981876
275	0.3235233907
276	0.3232052828
277	0.3228989606
278	0.3224753342
279	0.3222682781
280	0.3219342061
281	0.3215685043
282	0.3212787043
283	0.3209408925
284	0.3207784071
285	0.3204740048
286	0.3201872508
287	0.3199761915
288	0.3195466194
289	0.31934464
290	0.3189044187
291	0.318465947
292	0.3180730217
293	0.3177584869
294	0.3173846743
295	0.3169638786
296	0.3166317038
297	0.3163403537
298	0.3159879365
299	0.3156359948
300	0.3152308426
301	0.3148267094
302	0.3145078598
303	0.3141124669
304	0.3136708249
305	0.3134237809
306	0.313070168
307	0.3128690411
308	0.3125485875
309	0.3123496645
310	0.3120561355
311	0.3117251677
312	0.3113643358
313	0.3110280534
314	0.3107512273
315	0.3104153392
316	0.3100442893
317	0.3096223231
318	0.3091880689
319	0.3088170843
320	0.3086742272
321	0.3084784879
322	0.3081152182
323	0.3077703049
324	0.3074958169
325	0.3071783299
326	0.306803556
327	0.3064835801
328	0.3061391165
329	0.3060932541
330	0.3057647673
331	0.3056028357
332	0.3053219205
333	0.3051438114
334	0.3048252402
335	0.3043548641
336	0.304286824
337	0.3039991104
338	0.3037024739
339	0.3033417697
340	0.3030212155
341	0.302703635
342	0.3023771809
343	0.3020261192
344	0.3016669461
345	0.3015098312
346	0.3011320395
347	0.3008572001
348	0.300595214
349	0.3003068938
350	0.2999514837
351	0.2997217417
352	0.2994915973
353	0.2991983059
354	0.2988786276
355	0.298672237
356	0.2983266381
357	0.2982183576
358	0.2979595812
359	0.2976831644
360	0.2972961899
361	0.2971112717
362	0.296759173
363	0.2964246955
364	0.2961550725
365	0.2957449103
366	0.295418993
367	0.2951296458
368	0.2948244707
369	0.2944816818
370	0.2941630791
371	0.293816823
372	0.2936110491
373	0.2933295324
374	0.292973129
375	0.2927253902
376	0.2926016066
377	0.2922749123
378	0.2919737457
379	0.2917493557
380	0.2914113811
381	0.2910963864
382	0.2907125472
383	0.290542172
384	0.2902905496
385	0.2900049625
386	0.2896887428
387	0.2894165367
388	0.2891639185
389	0.2888329877
390	0.2886463079
391	0.2884318536
392	0.2882491395
393	0.2877829717
394	0.2874640255
395	0.2872359148
396	0.2869326112
397	0.2867622794
398	0.2864117312
399	0.2863617916
400	0.2862840492
401	0.2861277409
402	0.2858269105
403	0.2855157958
404	0.2851861118
405	0.2848772105
406	0.284531844
407	0.2841882762
408	0.2839484174
409	0.283642092
410	0.2832550896
411	0.2829775151
412	0.2826669485
413	0.2823831781
414	0.2821379249
415	0.282024598
416	0.2817293414
417	0.2813701335
418	0.2810894035
419	0.2807810408
420	0.2804938329
421	0.2802368909
422	0.2799190914
423	0.2797707587
424	0.2794734097
425	0.2791491264
426	0.2788540444
427	0.278608124
428	0.2783366553
429	0.2781523351
430	0.2778174017
431	0.2775378284
432	0.2773758965
433	0.2771266698
434	0.2768191753
435	0.2765399342
436	0.2762671915
437	0.2759415566
438	0.2756193695
439	0.2753325988
440	0.2751990007
441	0.2749665389
442	0.2747887065
443	0.2744856011
444	0.2741875855
445	0.2738159185
446	0.2735011839
447	0.2733331
448	0.2730709144
449	0.2729118806
450	0.2726330484
451	0.2723506336
452	0.2720499985
453	0.2718093868
454	0.2715755821
455	0.2712815137
456	0.2711659447
457	0.2709137391
458	0.2706343382
459	0.2703669611
460	0.2700309572
461	0.2697763461
462	0.2696338341
463	0.2693506454
464	0.2690517403
465	0.2687938219
466	0.2684203805
467	0.2681387488
468	0.2679004958
469	0.2676308524
470	0.2673227711
471	0.2670610938
472	0.2667045327
473	0.2665620282
474	0.2662744964
475	0.2660942298
476	0.2657077464
477	0.2653709115
478	0.2650475895
479	0.2648050174
480	0.2645349625
481	0.2642879604
482	0.2640560631
483	0.263893213
484	0.2637155085
485	0.2635212882
486	0.2633390231
487	0.2630873802
488	0.2628013283
489	0.2625016725
490	0.2621918371
491	0.2619252571
492	0.2616660384
493	0.2613625951
494	0.2610885802
495	0.2608063256
496	0.2605213871
497	0.2602574995
498	0.2601761209
499	0.2599008607
500	0.2597376615
501	0.2594925219
502	0.2591539777
503	0.2590060012
504	0.2588008659
505	0.2586151163
506	0.258375687
507	0.2580731547
508	0.2579242944
509	0.2575945956
510	0.2573156938
511	0.2570859388
512	0.2568510953
513	0.2566412068
514	0.2565121557
515	0.2562124071
516	0.2559994603
517	0.2557490225
518	0.2555157519
519	0.2553657053
520	0.2551375308
521	0.2549008307
522	0.2546132203
523	0.2543387136
524	0.2540780787
525	0.2537552558
526	0.2535516583
527	0.2533623499
528	0.2531282929
529	0.2530822202
530	0.2527401963
531	0.25259577
532	0.2523596909
533	0.2521195671
534	0.2519571043
535	0.2517099503
536	0.2514445221
537	0.2512726489
538	0.2510449204
539	0.2508469919
540	0.2506285383
541	0.2503939703
542	0.2501565539
543	0.2498780046
544	0.249716914
545	0.249475387
546	0.249205628
547	0.2490124505
548	0.2487949206
549	0.2486007833
550	0.2483715227
551	0.2480691937
552	0.2478548354
553	0.2478016767
554	0.2475568549
555	0.2473173813
556	0.2472268973
557	0.2470575046
558	0.2467969622
559	0.2465726957
560	0.246333409
561	0.2462564788
562	0.2459488402
563	0.2456657553
564	0.2453358561
565	0.2451456819
566	0.244896061
567	0.2446258313
568	0.2444164455
569	0.2442081758
570	0.2439182786
571	0.2436864696
572	0.2434668228
573	0.2432412111
574	0.2429884206
575	0.2427471276
576	0.2425579975
577	0.2422735194
578	0.2419847662
579	0.2417385852
580	0.2414787852
581	0.2412877735
582	0.2410811553
583	0.2408053485
584	0.2406685402
585	0.2404043615
586	0.2402475626
587	0.2400016661
588	0.239807039
589	0.2396254716
590	0.2394173383
591	0.2392038998
592	0.2389929844
593	0.2388354438
594	0.2386587225
595	0.2384190349
596	0.238140065
597	0.2378847396
598	0.2377478619
599	0.2376202675
600	0.2373991495
601	0.2371356052
602	0.2369481639
603	0.236710163
604	0.2364293261
605	0.2362115596
606	0.2359846741
607	0.2357588372
608	0.2355344293
609	0.2352922954
610	0.2350883374
611	0.2348108551
612	0.2346120006
613	0.2344635576
614	0.2342446776
615	0.2339863256
616	0.2337276895
617	0.2335094053
618	0.2332977327
619	0.2330608099
620	0.2328472686
621	0.2326479667
622	0.2324108272
623	0.232195928
624	0.2318999758
625	0.2316739333
626	0.2314379075
627	0.2311669726
628	0.2309591583
629	0.2307375068
630	0.2304987553
631	0.2302601889
632	0.2300355343
633	0.2299085818
634	0.2296786536
635	0.2295492521
636	0.2293493356
637	0.2291003721
638	0.2289111248
639	0.2286568599
640	0.2283997784
641	0.2282285957
642	0.2280927384
643	0.2279346402
644	0.227836835
645	0.2276269211
646	0.2274524564
647	0.2271944772
648	0.2270437618
649	0.2268906146
650	0.2266405063
651	0.2263892048
652	0.226215831
653	0.2260378185
654	0.2257925078
655	0.2256063033
656	0.2254584285
657	0.2252830455
658	0.2250660272
659	0.2248478012
660	0.2246469994
661	0.224468411
662	0.2243024323
663	0.2240480788
664	0.2237979743
665	0.2236169868
666	0.2234728811
667	0.2232942521
668	0.2231523847
669	0.2229457502
670	0.2226394237
671	0.2224033961
672	0.2222423209
673	0.2220828226
674	0.221888378
675	0.2217172828
676	0.221505304
677	0.2213383353
678	0.2211002489
679	0.2209528297
680	0.2207783434
681	0.2205734577
682	0.2204134841
683	0.2201533652
684	0.2199935379
685	0.2198396552
686	0.2196344324
687	0.2194333402
688	0.2192365026
689	0.2190598408
690	0.2187549553
691	0.2185109689
692	0.2183014146
693	0.2180969884
694	0.2178877114
695	0.2176132379
696	0.2174521625
697	0.2172563947
698	0.2170657121
699	0.2168724938
700	0.2167258489
701	0.2165533429
702	0.2163508542
703	0.2161759537
704	0.2159301793
705	0.2157714375
706	0.2155473317
707	0.215430388
708	0.2152542108
709	0.2150283109
710	0.2148605628
711	0.2146454341
712	0.2144477674
713	0.2142900721
714	0.2140904301
715	0.2138974987
716	0.2137826608
717	0.2135953807
718	0.2134279688
719	0.2132976172
720	0.2131073995
721	0.2128917952
722	0.2127128951
723	0.2124748132
724	0.2122618333
725	0.2120594531
726	0.2118867041
727	0.2116500804
728	0.211540026
729	0.2113440369
730	0.2110807733
731	0.2108407209
732	0.2106503085
733	0.2104979398
734	0.2103421663
735	0.2101668063
736	0.2100144537
737	0.2098291807
738	0.2096707972
739	0.2095005472
740	0.2092828726
741	0.2090540921
742	0.2088759521
743	0.2086119849
744	0.2084334298
745	0.2081745284
746	0.2080075908
747	0.207884331
748	0.2076926201
749	0.2075697222
750	0.2073371868
751	0.20719833
752	0.2070355198
753	0.2068416258
754	0.2067133603
755	0.2066165575
756	0.2064341081
757	0.206256673
758	0.2061166975
759	0.2059233893
760	0.2057686521
761	0.2054929456
762	0.2053561535
763	0.2051695664
764	0.2049301442
765	0.2047898539
766	0.2046919873
767	0.2045194062
768	0.2043395321
769	0.2041646823
770	0.2039336052
771	0.2036853966
772	0.2034935766
773	0.2032670562
774	0.2030602447
775	0.2029548729
776	0.2027042269
777	0.2025348468
778	0.2023858552
779	0.2022199076
780	0.2020099696
781	0.2018033026
782	0.2016691486
783	0.2014823097
784	0.201317138
785	0.2010894742
786	0.2008660166
787	0.2006975189
788	0.2005623904
789	0.2004647508
790	0.2001904119
791	0.2000151072
792	0.1998380137
793	0.1997609299
794	0.1996086586
795	0.1993543501
796	0.1991369239
797	0.198984847
798	0.1987486223
799	0.1986005588
800	0.1984438948
801	0.1982771238
802	0.1980627624
803	0.1979070826
804	0.1977534476
805	0.1975396771
806	0.1973164327
807	0.1971090469
808	0.1969212132
809	0.1967698134
810	0.1965689942
811	0.1963123764
812	0.1961196286
813	0.1960077198
814	0.1958714774
815	0.1957223055
816	0.1955846422
817	0.1953995609
818	0.1952279585
819	0.1950320947
820	0.1948762846
821	0.1947125705
822	0.1945066406
823	0.1943450419
824	0.1941904495
825	0.1940106563
826	0.1938164274
827	0.1936661812
828	0.1934599333
829	0.1932894842
830	0.1931653636
831	0.1929768455
832	0.1928299043
833	0.1927174422
834	0.1924867528
835	0.1922986688
836	0.1920471365
837	0.1918478982
838	0.1916496495
839	0.1914780906
840	0.1913338183
841	0.1911745429
842	0.1910067855
843	0.1908155906
844	0.1906433111
845	0.1904456824
846	0.1902602388
847	0.1901213913
848	0.1899297795
849	0.1897838952
850	0.1895767255
851	0.1893849095
852	0.1892490109
853	0.1890695762
854	0.1889134939
855	0.1887834308
856	0.1886038221
857	0.1884176951
858	0.1882973574
859	0.1881996423
860	0.1880067881
861	0.1878510028
862	0.187738055
863	0.1875723932
864	0.1873840517
865	0.1871735897
866	0.1870275254
867	0.1868459558
868	0.1866548857
869	0.1864682652
870	0.186252792
871	0.1860655855
872	0.1858491805
873	0.1856971073
874	0.1855507578
875	0.1853734685
876	0.1851607688
877	0.1850052594
878	0.1848271654
879	0.1846633737
880	0.1844516629
881	0.1843016278
882	0.1841443868
883	0.1839936759
884	0.1837899084
885	0.1836621103
886	0.1834783981
887	0.1832728093
888	0.1831164404
889	0.1829442567
890	0.1828006037
891	0.1826438831
892	0.182500482
893	0.1823648153
894	0.1822049837
895	0.1820821176
896	0.1818729941
897	0.1816745751
898	0.1815195655
899	0.1813604064
900	0.1811673937
901	0.181039991
902	0.1809051121
903	0.1807288363
904	0.1805595929
905	0.1803483684
906	0.1801853339
907	0.1800085794
908	0.1797682676
909	0.1795536847
910	0.1793719298
911	0.1792204576
912	0.1790973383
913	0.1789954987
914	0.1788816979
915	0.1787048112
916	0.1785999448
917	0.1784230642
918	0.1782677441
919	0.1780433773
920	0.1779008005
921	0.177723682
922	0.1775759855
923	0.1774260786
924	0.1772913197
925	0.1771838882
926	0.1770221376
927	0.1768447134
928	0.1767694541
929	0.1765726749
930	0.1764025818
931	0.1762285804
932	0.1761056076
933	0.1759964984
934	0.17586409
935	0.1757304802
936	0.1755848827
937	0.1754477897
938	0.1753001668
939	0.1751661736
940	0.1749804138
941	0.1747918055
942	0.1745939901
943	0.1744058706
944	0.1742337164
945	0.1740475034
946	0.1739204012
947	0.1738158981
948	0.1736212582
949	0.1734895513
950	0.1733123201
951	0.1731591679
952	0.1730176764
953	0.1728635704
954	0.1727353924
955	0.1725827806
956	0.1723114914
957	0.1721640167
958	0.1720108374
959	0.1718632927
960	0.1717085741
961	0.1715081072
962	0.1713490656
963	0.1712047556
964	0.1710253692
965	0.1708821993
966	0.1707677901
967	0.1706320048
968	0.1704817519
969	0.1702843961
970	0.1701556007
971	0.1700618357
972	0.1699146784
973	0.1697763488
974	0.169655764
975	0.1695423
976	0.1693762886
977	0.1692457543
978	0.1690770181
979	0.1689479183
980	0.1688238975
981	0.1686446944
982	0.1684695889
983	0.1683300689
984	0.1682597329
985	0.1680683967
986	0.1679544833
987	0.1677997378
988	0.1676844904
989	0.167504697
990	0.1673423668
991	0.1672142439
992	0.1670897644
993	0.1669482656
994	0.1667960712
995	0.1666858807
996	0.1665932965
997	0.1664208819
998	0.1662685321
999	0.1660751202
