iter	Passed	Remaining
461	12900	15022
462	12927	14993
463	12955	14965
464	12982	14937
465	13011	14909
466	13044	14888
467	13073	14860
468	13100	14831
469	13128	14804
470	13151	14770
471	13177	14740
472	13205	14712
473	13232	14683
474	13262	14658
475	13293	14634
476	13325	14610
477	13357	14586
478	13383	14556
479	13408	14526
480	13440	14502
481	13470	14476
482	13494	14444
483	13518	14412
484	13543	14381
485	13571	14353
486	13600	14327
487	13627	14298
488	13661	14276
489	13693	14252
490	13723	14226
491	13751	14198
492	13779	14171
493	13807	14142
494	13837	14116
495	13865	14088
496	13896	14063
497	13921	14033
498	13947	14003
499	13976	13976
500	14004	13948
501	14034	13922
502	14061	13893
503	14087	13863
504	14112	13833
505	14138	13803
506	14166	13775
507	14195	13748
508	14219	13716
509	14252	13693
510	14281	13666
511	14304	13633
512	14328	13602
513	14357	13575
514	14385	13547
515	14420	13526
516	14448	13498
517	14476	13470
518	14503	13441
519	14528	13410
520	14556	13382
521	14582	13352
522	14612	13327
523	14640	13299
524	14667	13270
525	14695	13242
526	14721	13213
527	14754	13189
528	14782	13161
529	14803	13127
530	14833	13101
531	14859	13072
532	14886	13043
533	14911	13012
534	14944	12988
535	14972	12961
536	14999	12932
537	15029	12906
538	15057	12878
539	15085	12850
540	15113	12823
541	15144	12797
542	15174	12771
543	15201	12742
544	15228	12713
545	15260	12688
546	15287	12660
547	15312	12630
548	15339	12601
549	15366	12572
550	15395	12545
551	15422	12516
552	15452	12490
553	15477	12460
554	15509	12435
555	15537	12407
556	15561	12376
557	15585	12345
558	15618	12321
559	15643	12291
560	15667	12260
561	15691	12229
562	15720	12201
563	15751	12176
564	15779	12148
565	15808	12121
566	15834	12092
567	15867	12067
568	15899	12043
569	15924	12013
570	15951	11984
571	15980	11957
572	16007	11928
573	16032	11898
574	16063	11873
575	16088	11842
576	16112	11812
577	16148	11790
578	16177	11763
579	16203	11733
580	16235	11708
581	16261	11679
582	16290	11652
583	16317	11623
584	16343	11593
585	16371	11566
586	16394	11534
587	16429	11512
588	16455	11482
589	16481	11453
590	16510	11426
591	16540	11399
592	16571	11373
593	16596	11344
594	16630	11319
595	16659	11292
596	16689	11266
597	16717	11238
598	16743	11209
599	16770	11180
600	16794	11149
601	16824	11122
602	16851	11094
603	16880	11067
604	16909	11040
605	16939	11013
606	16971	10988
607	16996	10958
608	17026	10931
609	17050	10901
610	17078	10873
611	17109	10846
612	17134	10817
613	17161	10788
614	17193	10763
615	17220	10734
616	17251	10709
617	17278	10679
618	17305	10651
619	17336	10625
620	17363	10597
621	17391	10569
622	17417	10539
623	17446	10512
624	17475	10485
625	17502	10456
626	17529	10428
627	17552	10397
628	17581	10370
629	17609	10342
630	17634	10312
631	17661	10283
632	17686	10254
633	17714	10226
634	17746	10200
635	17771	10171
636	17802	10144
637	17829	10116
638	17853	10086
639	17882	10058
640	17913	10032
641	17941	10004
642	17961	9972
643	17991	9945
644	18017	9916
645	18046	9889
646	18076	9862
647	18107	9835
648	18131	9805
649	18154	9775
650	18181	9747
651	18210	9719
652	18235	9690
653	18265	9663
654	18297	9637
655	18322	9608
656	18350	9580
657	18375	9550
658	18404	9523
659	18432	9495
660	18460	9467
661	18488	9439
662	18513	9410
663	18538	9381
664	18568	9354
665	18592	9323
666	18618	9295
667	18644	9266
668	18668	9236
669	18693	9207
670	18723	9180
671	18749	9151
672	18787	9128
673	18812	9099
674	18843	9072
675	18869	9043
676	18901	9017
677	18925	8988
678	18956	8961
679	18982	8932
680	19009	8904
681	19037	8876
682	19063	8847
683	19094	8821
684	19119	8792
685	19146	8763
686	19176	8736
687	19203	8708
688	19232	8680
689	19260	8653
690	19291	8626
691	19318	8598
692	19347	8570
693	19374	8542
694	19400	8513
695	19429	8486
696	19461	8460
697	19491	8433
698	19518	8405
699	19549	8378
700	19576	8350
701	19605	8322
702	19628	8292
703	19655	8264
704	19686	8237
705	19711	8208
706	19739	8180
707	19768	8153
708	19794	8124
709	19824	8097
710	19855	8070
711	19888	8044
712	19912	8015
713	19942	7988
714	19974	7961
715	20003	7934
716	20027	7904
717	20057	7877
718	20085	7849
719	20111	7821
720	20141	7793
721	20171	7767
722	20201	7739
723	20232	7713
724	20263	7685
725	20295	7659
726	20325	7632
727	20352	7604
728	20383	7577
729	20410	7549
730	20439	7521
731	20469	7494
732	20501	7467
733	20530	7440
734	20559	7412
735	20585	7383
736	20611	7355
737	20635	7325
738	20664	7298
739	20692	7270
740	20722	7243
741	20752	7215
742	20774	7185
743	20807	7159
744	20834	7131
745	20867	7104
746	20899	7078
747	20924	7049
748	20951	7021
749	20982	6994
750	21015	6967
751	21045	6940
752	21074	6912
753	21101	6884
754	21130	6857
755	21158	6828
756	21182	6799
757	21212	6772
758	21240	6744
759	21271	6717
760	21297	6688
761	21326	6661
762	21354	6633
763	21382	6605
764	21415	6578
765	21443	6550
766	21468	6521
767	21496	6493
768	21526	6466
769	21557	6439
770	21587	6411
771	21618	6384
772	21643	6355
773	21672	6328
774	21699	6299
775	21725	6271
776	21756	6244
777	21790	6217
778	21815	6189
779	21847	6162
780	21874	6133
781	21900	6105
782	21929	6077
783	21959	6049
784	21991	6023
785	22021	5995
786	22051	5968
787	22077	5939
788	22111	5913
789	22134	5883
790	22164	5856
791	22195	5829
792	22227	5802
793	22252	5773
794	22278	5744
795	22312	5718
796	22343	5691
797	22369	5662
798	22401	5635
799	22430	5607
800	22457	5579
801	22490	5552
802	22517	5524
803	22545	5496
804	22570	5467
805	22599	5439
806	22631	5412
807	22664	5385
808	22692	5357
809	22722	5329
810	22752	5302
811	22789	5276
812	22817	5248
813	22840	5219
814	22866	5190
815	22899	5163
816	22928	5135
817	22957	5107
818	22988	5080
819	23018	5052
820	23044	5024
821	23071	4996
822	23100	4968
823	23127	4939
824	23155	4911
825	23184	4883
826	23217	4856
827	23250	4829
828	23284	4802
829	23312	4774
830	23341	4746
831	23365	4717
832	23393	4689
833	23420	4661
834	23447	4633
835	23475	4605
836	23507	4577
837	23538	4550
838	23569	4522
839	23601	4495
840	23626	4466
841	23656	4439
842	23684	4410
843	23714	4383
844	23739	4354
845	23770	4326
846	23802	4299
847	23827	4270
848	23856	4243
849	23883	4214
850	23910	4186
851	23939	4158
852	23964	4129
853	23994	4102
854	24027	4074
855	24051	4045
856	24079	4018
857	24108	3989
858	24135	3961
859	24161	3933
860	24196	3906
861	24223	3878
862	24249	3849
863	24275	3821
864	24309	3794
865	24345	3767
866	24373	3738
867	24403	3711
868	24433	3683
869	24460	3655
870	24487	3626
871	24516	3598
872	24545	3570
873	24574	3542
874	24598	3514
875	24625	3485
876	24655	3457
877	24686	3430
878	24714	3402
879	24743	3374
880	24775	3346
881	24801	3318
882	24831	3290
883	24858	3261
884	24884	3233
885	24914	3205
886	24943	3177
887	24972	3149
888	25004	3122
889	25032	3093
890	25059	3065
891	25088	3037
892	25118	3009
893	25150	2982
894	25176	2953
895	25206	2925
896	25237	2897
897	25263	2869
898	25289	2841
899	25317	2813
900	25350	2785
901	25375	2757
902	25402	2728
903	25431	2700
904	25466	2673
905	25494	2645
906	25523	2617
907	25554	2589
908	25584	2561
909	25613	2533
910	25642	2505
911	25672	2477
912	25699	2448
913	25728	2420
914	25753	2392
915	25788	2364
916	25818	2336
917	25843	2308
918	25873	2280
919	25904	2252
920	25933	2224
921	25959	2196
922	25989	2168
923	26016	2139
924	26043	2111
925	26067	2083
926	26092	2054
927	26119	2026
928	26149	1998
929	26178	1970
930	26206	1942
931	26238	1914
932	26265	1886
933	26293	1857
934	26324	1830
935	26350	1801
936	26378	1773
937	26408	1745
938	26435	1717
939	26466	1689
940	26495	1661
941	26525	1633
942	26559	1605
943	26591	1577
944	26619	1549
945	26648	1521
946	26680	1493
947	26704	1464
948	26738	1436
949	26767	1408
950	26796	1380
951	26825	1352
952	26853	1324
953	26882	1296
954	26908	1267
955	26937	1239
956	26968	1211
957	27002	1183
958	27032	1155
959	27059	1127
960	27085	1099
961	27115	1071
962	27144	1042
963	27175	1014
964	27205	986
965	27231	958
966	27256	930
967	27286	902
968	27312	873
969	27343	845
970	27370	817
971	27400	789
972	27431	761
973	27459	732
974	27486	704
975	27511	676
976	27539	648
977	27565	620
978	27595	591
979	27621	563
980	27648	535
981	27676	507
982	27705	479
983	27735	450
984	27761	422
985	27797	394
986	27830	366
987	27860	338
988	27890	310
989	27920	282
990	27951	253
991	27974	225
992	28004	197
993	28032	169
994	28064	141
995	28091	112
996	28121	84
997	28149	56
998	28178	28
999	28209	0
